bbsName, bbsSysop, newLogin, TelnetAddress, bbsPort, sshPort, WebAddress, location, Modem, software
0Day BBS,,NEW,65.108.245.243,23,,,"Helsinki, , Finland",,"Enigma 1/2"
0xDECAFBAD BBS,,NEW,bbs.decafbad.com,6523,,,"Seattle, WA, USA",,"Synchronet"
13th Floor BBS,Hoy Brothers,new,13th.hoyvision.com,6400,,,"Oak Ridge, TN, USA",,"Image BBS"
13th Leader BBS,pjones1063,,13leader.net,8023,,http://13leader.net,"Vineland, Ontario, Canada",,"Mystic"
20 For Beers BBS,paul lee,Desired Handle,20forbeers.com,1337,1338,http://20forbeers.com:1339,"Portland, OR, USA",,"Mystic"
300 F-ing Baud BBS,Gary Crunk,,300baud.dynu.net,2525,,,"Eloy, AZ, USA",,"RYBBS"
32-Bit BBS,Xbit Ops,Real Name,x-bit.org,23230,,http://x-bit.org/info/ftelnet/32bit_bbs.html,"Forest Grove, OR, USA",,"Spitfire"
4 Wheel Ham BBS,w7jpj,NEW,bbs.4wheelham.com,,2222,http://4wheelham.com,"Littleton, CO, USA",,"Synchronet"
4D Telephonics,,Apply,45.77.78.120,8888,,,"Piscataway, NJ, USA",,"Enigma 1/2"
4D2 Dot Org,,NEW,bbs.4d2.org,,,,"Portland, OR, USA",,"Synchronet"
64 Vintage BBS,,,64vintageremixbbs.dyndns.org,6400,,http://www.digitaldial.us,"Miami, FL, USA",,"Color 64"
68k Mac Club,Vaelen,new,bbs.m68k.club,,,http://m68k.club,"Machida, Tokyo, Japan",,"SubText"
8-Bit Archive,,NEW,bbs.8-bitarchive.com,2223,,,"Vancouver, BC, Canada",,"Synchronet"
8-Bit Boyz BBS,Shane O'Neill,Desired Handle,bbs.8bitboyz.com,6502,,http://8bitboyz.com,"Rio Rancho, NM, USA",,"Mystic"
8-Bit Playground,Hoy Brothers,,8bit.hoyvision.com,6400,,http://www.hoyvision.com,"Antioch, TN, USA",,"CNet DS2"
8Bit Club BBS,,NEW,bbs.8bitclub.com,6502,,,"Burgas, , Bulgaria",,"Synchronet"
A-Net Online (Game Server),StingRay,NEW,game.a-net-online.lol,513,,http://a-net-online.lol/gameserver,", GA, USA",,"Synchronet"
A-Net Online (Mystic),StingRay,Desired Handle,mystic-anet.online,,22,http://a-net.fyi,"Woodstock , GA, USA",,"Mystic"
A-Net Online (Spitfire),StingRay,Real Name,sf.a-net.online,2323,,http://a-net.fyi,"Woodstock, GA, United States",,"Spitfire"
A-Net Online (Synchronet),StingRay,NEW,a-net.online,23,22,http://a-net.fyi,"Woodstock, GA, USA",404-282-0600,"Synchronet"
A-Net Online (TWGS),StingRay,,game.a-net-online.lol,2002,,http://a-net.fyi,"Woodstock, GA, USA",,"TWGS"
A-Net Online Beta BBS,StingRay,NEW,x.a-net.online,2323,22222,http://a-net-online.lol/x,"Woodstock, GA, USA",,"Synchronet"
A1 BBS,Mongo,NEW,a1bbs.ddns.net,,,,"SAN JOSE, CA, USA",,"Synchronet"
Abandoned StarDock TWGS,,Desired Handle,abandonedstardock.ddns.net,2002,,,"Sherman, TX, USA",,"TWGS"
Absinthe BBS,aNACHRONiST,NEW,absinthebbs.net,1940,,http://absinthebbs.net,"Raleigh, NC, USA",,"C-Net"
Abyss BBS,,NEW,bbs.abyssnode.net,23,,,"Buffalo, NY, USA",,"YAWC"
Ace of Spades BBS,,NEW,chaotix.ddns.net,2323,,,"New Philadelphia, OH, USA",,"Maximus"
Acid Underworld,Hawk Hubbard,Desired Handle,blackflag.acid.org,31337,,,"Hudson, FL, USA",,"Mystic"
Adept Online Entertainment,Ragtop,,adeptbbs.com,23,,http://www.adeptbbs.com,"Louisville, KY, USA",,"Worldgroup"
Aerodrome,Paul Lee,,theaerodromebbs.com,6502,,,"Ontario, CA, USA",,"Apple II"
Agency BBS,Avon,new,agency.bbs.nz,23,2024,http://bbs.nz,"Dunedin, , New Zealand",,"Mystic"
Agon BBS,,NEW,krion.io,1337,,,"Rouen, , France",,"Lightweight BBS"
Aincrad BBS,,NEW,67.205.168.255,2323,,,"North Bergen, NJ, USA",,"WWIV"
Al's Geek Lab BBS,Alistair Ross,new,bbs.alsgeeklab.com,2323,2222,http://www.alsgeeklab.com,"Wellington, , New Zealand",,"Mystic"
Alamo BBS,Dale N,new,alamobbs.mywire.org,6400,,,"San Antonio, TX, USA",,"Image BBS"
AlcaBBS,,NEW,bbs.alcatrash.org,,,,"Rijssen, , The Netherlands",,"Synchronet"
Alcatraz Prison BBS,Craig Abruzzese,NEW,alcatrazbbs.ddns.net,9000,,,"Allentown, PA, USA",,"BBS Express Pro"
Alcoholiday BBS (Mystic),zeroreader,Desired Handle,alcoholidaybbs.com,,22,http://alcoholidaybbs.com,"Columbia, SC, USA",,"Mystic"
Alcoholiday BBS (Renegade),zeroreader,,alcoholidaybbs.com,95,,http://alcoholidaybbs.com,"Columbia, SC, USA",,"Renegade"
Ale's BBS,,Apply,91.134.240.216,,,,"Dunkerque, , France",,"Enigma 1/2"
Aleco Experience BBS,,NEW,bbs.alecoexp.cz,23,,http://bbs.alecoexp.cz,"Prague, , Czech Republic",,"EleBBS"
Aleph BBS,,NEW,alephbbs.com,2626,,,"Amsterdam, , The Netherlands",,"WWIV"
Alien Mindbenders BBS,,Desired Handle,the.alienmindbenders.net,,,,"Athlone, , Ireland",,"Mystic"
Alien Zone BBS,,NEW,66.188.64.39,,,,"LaGrange, GA, USA",,"Synchronet"
Aliens' Alcove!,eric pareja,,newt.aliens.ph,,,http://aliens.ph,"Taguig City, , Philippines",,"WWIV"
Alltsk,,,fido.alltsk.ru,,,,"Tomsk, , Russia",,"Custom"
Alpha Centauri BBS,Jahmas,NEW,acentauribbs.no-ip.org,2002,,,"West Barnstable, MA, USA",,"WWIV"
AlphaNet,,NEW,2.236.17.38,2888,,,"Rome, , Italy",,"Synchronet"
Altair Mini BBS,Giuseppe Convertino,Desired Handle,altairminibbs.net,,,,"Ponte San Pietro, , Italy",,"Mystic"
Altar of Wares,,new,altarofwaresbbs.hopto.org,6464,,,"Philadelphia, PA, USA",,"C-Base"
Alterant BBS,,NEW,alterant.bbs.dege.au,123,,,"Melbourne, VIC, Australia",,"Synchronet"
American Connection BBS,Craig Gagner,,tacbbs.synchro.net,,,,"Oxford, MA, USA",,"Synchronet"
Amiga CBM BBS,,new,amiganer.amms-bbs.de,,,,"Stadthagen, , Germany",,"Amiga CBM"
Amiga City,,NEW,amigacity.xyz,,,,"Cedar Knolls, NJ, USA",,"Synchronet"
Amiga Retro Brisbane BBS,Intangybles,Desired Handle,www.amigaretro.com,,,,"Brisbane, QLD, Australia",,"Mystic"
Amiga Retro V4SA BBS,Intangybles,new,amibbs.amigaretro.com,6880,,,"Canberra, ACT, Australia",,"AmiExpress"
Amiga Underground,karynroberts,Desired Handle,amigaunderground.com,2300,,http://amigaunderground.com,"Edgewood, NM, USA",,"AmiExpress"
Amiga4Ever,,new,70.64.80.45,1024,,,"Saskatoon, SK, Canada",,"AmiExpress"
Amis XE,SouthernAmis,amis86,amis86.ddns.net,9000,,http://southernamis.com,"Southern , CA, USA",760-330-2600 (AMISXE/AMISXE),"Atari"
Amnesia BBS,,NEW,amnesiabbs.duckdns.org,,,,"Minneapolis, MN, USA",,"Synchronet"
AMSTRAD BBS,,NEW,amstrad.simulant.uk,464,,,"York, , England",,"Synchronet"
Analog Waffle,no2pencil,NEW,waffle.c4bmore.com,2001,,,"Fort Lauderdale, FL, USA",,"Waffle BBS"
Anduin BBS,,NEW,bbs.anduin.net,,,,"Oslo, , Norway",,"Synchronet"
Animation Game Station (Animeyo),,guest,54.238.90.108,,,,"Tokyo, , Japan",,"Custom"
Another Droid BBS,,Desired Handle,andr01d.zapto.org,9999,,,"Athens, , Greece",,"Mystic"
Another F-ing BBS,Gary Crunk,Desired Handle,anotherbbs.dynu.net,1337,,,"Eloy, AZ, USA",,"Mystic"
ANSITex,,NEW,alterant.bbs.dege.au,,,,"Parkdale, VIC, Australia",,"Synchronet"
Anti Earth Union Government (Chinese),,new,aeug.asuscomm.com,8888,,,"Taipei, , Taiwan",,"MapleBBS"
Antidote,,NEW,antidote.triad.se,64128,,,"Bjuv, , Sweden",,"C-Base"
Antikitera,,NEW,technotron.asuscomm.com,,,,"Trekgorka, , Russia",,"Synchronet"
Anybox BBS,,NEW,anybox.freedyndns.de,,,,"Barmstedt, , Germany",,"Synchronet"
Aperture Science Employee Mainframe,,Desired Handle,rcfeed.concomcompany.com,31810,,,"Kanab, UT, USA",,"Mystic"
Apostols,,new,bbs.apostols.org,,,,"Berlin, , Germany",,"Custom"
Arcadia BBS,Michael Pedersen,Desired Handle,bbs.arcadiabbs.com,23,22,http://www.arcadiabbs.com,"Putnam, CT, USA",,"Mystic"
Arcadian Torga BBS,,Desired Handle,mbse.gzrbbs.net,2323,,,"Lerino, , Italy",,"EleBBS"
Archaic Binary,zharvek,Choose from Menu,bbs.archaicbinary.net,23,22,http://www.archaicbinary.net/bbs,"Orlando, FL, USA",,"Custom"
ArcticZone Online Entertainment,,NEW,bbs.arcticzonebbs.net,,,,"Clarksville, VA, USA",,"Worldgroup"
ARDA-BBS.com,Tim Woodland,Desired Handle,arda-bbs.com,23,22,,"Delaware, OH, USA",937-315-0002,"Mystic"
Area 51,,NEW,74.75.213.5,,,,"Lockport, NY, USA",,"Synchronet"
Area 52,Joe Phigan,new,area52.tk,5200,,,"Phoenix, AZ, USA",,"BBS Express!"
Arena BBS,,Desired Handle,netasylum.com,2323,,,"Defiance, OH, USA",,"Mystic"
ARTNET,,NEW,50.116.51.149,,,,"Cedar Knolls, NJ, USA",,"Synchronet"
ASANOCOMP,,NEW,asanocomp.ddns.net,2300,,,"Las Vegas, NV, USA",,"Synchronet"
Astronet BBS,,Desired Handle,75.191.53.47,,,,"Kannapolis, NC, USA",,"Mystic"
AT2K Design BBS,Steve Winn,NEW,bbs.at2k.org,23,,http://www.at2k.org,"Clarksville, TN, USA",,"Virtual Advanced"
Atari BBS Gateway,SouthernAmis,,ataribbs.ddns.net,6502,,http://southernamis.com,"Capo, CA, USA",,"Virtual Advanced"
Atari Portfolio BBS,,new,pofobbs.ddns.net,992,,,"Fayetteville, NC, USA",,"RYBBS"
Atavachron BBS,Scott Comstock,NEW,atavachronbbs.net,23,22,,"Newark, NJ, USA",,"Synchronet"
Athelstan BBS,,NEW,athelstan.org,23,,,"Houston, TX, USA",,"Synchronet"
Atlantis BBS,,NEW,atl.ddns.net,6401,,,"Atlanta, GA, USA",,"Image BBS"
Atmosphere BBS (NTU),,new,bbs.as.ntu.edu.tw,,,,"Taipei, , Taiwan",,"Custom"
Attic BBS (1),,NEW,theattic.v1cd3m1z3r.net,,,,"Victoria, BC, Canada",,"Synchronet"
Attic BBS (2),,NEW,bbs.millhill.org,2323,,,"Malmo, , Sweden",,"Synchronet"
Avalon Isle BBS,,NEW,atl.ddns.net,6400,,,"Atlanta, GA, USA",,"Image BBS"
Avast! BBS,,NEW,avastbbs.servegame.com,,,,"Adelaide, SA, Australia",,"Worldgroup"
Baba Yaga's Dancing Hut BBS,,NEW,68.98.101.79,,,,"Phoenix, AZ, USA",,"Worldgroup"
Back In Time,Michael Sacher,,backintime.ddns.net,6510,,http://www.virtualdimension.de ,"Hofheim, , Germany ",,"commodore"
Back to the Future (SSH),outatime,NEW,bttfbbs.com,22,22,http://bttfbbs.com,"State College, PA, USA",,"X/84"
Backwood Realm BBS,Tim Wray,NEW,bwrbbs.ddns.net,,,,"Bedford, IN, USA",,"Synchronet"
Bahamut BBS,,new,bbs.gamer.com.tw,,,,"Taipei, , Taiwan",,"MapleBBS"
Barbaria (SSH),Eric McDonald,bbs,barbaria.norbus.com,22,22,,"Santa Barbara, CA, USA",,"Citadel"
Basement BBS,John Polka,,basementbbs.ddns.net,9000,,http://basementbbs.ddns.net:7000/,"Portland, OR, USA",503-245-5416,"BBS Express Pro"
Bass Planet,,Desired Handle,thebassplanet.com,64128,,,"Ewing, NJ, USA",,"C-Base"
Baudville,,new,amis86.ddns.net,9000,,,"Dana Point, CA, USA",,"Fuji Amis"
Bayou BBS,,new,jayctheriot.com,6401,,,"Houma, LA, USA",,"Image BBS"
Bayou Blog BBS,,Desired Handle,bayoublog.ddns.net,,,,"Baton Rouge, LA, USA",,"Mystic"
BBS Development,,NEW,bbsdev.net,23,,,"Los Angeles, CA, USA",,"Synchronet"
BBS Gamer,Derrick M,NEW,bbsgamer.ddns.net,2600,2200,http://bbsgamer.ddns.net,"El Paso, TX, USA",,"Synchronet"
BBS GameTime (MajorBBS),,NEW,freespeak.hopto.org,1337,,,"Canonsburg, PA, USA",,"MajorBBS"
BBS GameTime (Menu),Gary Ailes,Desired Handle,freespeak.hopto.org,,,http://web.bbsgametime.com,"McMurray, PA, USA",,"Mystic"
BBS GameTime (PCBoard),,new,freespeak.hopto.org,233,,,"Canonsburg, PA, USA",,"PCBoard"
BBS GameTime (Synchronet),,NEW,freespeak.hopto.org,23233,,,"Canonsburg, PA, USA",,"Synchronet"
BBS OldChat,Andrew Apanasenko,NEW,bbs.oldchat.ru,,,,"Mytishchi, , Russian Federation",,"Custom"
BBS Orreli,,NEW,bbs.orreli.net,45023,,,"Haugesund, , Norway",,"Synchronet"
BBS Orreli TWGS,,Desired Handle,bbs.orreli.net,2002,,,"Odda, , Norway",,"TWGS"
BBS Retrocampus,,Enter,bbs.retrocampus.com,23,,,"London, , England",,"Petscii BBS"
BBS Telesc.net.br,Mauro Correa,Novo,bbs.telesc.net.br,,22,http://bbs.telesc.net.br,"Urussanga, Santa Catarina, Brazil",+554831984696,"Synchronet"
BBS.JasonWalker.ca,,Desired Handle,bbs.jasonwalker.ca,2323,,,"Kitchener,, ON, Canada",,"Mystic"
BBS.Telearena.us,,NEW,bbs.telearena.us,,,,"East Wenatchee, WA, USA",,"Worldgroup"
BCG-Box,,Real Name,bbbs.net,23,,http://bbbs.net,"Turku, , Finland",,"BBBS"
BCR Games Server,d_rebel,,bcrgames.com,31337,,http://www.bcrgames.com,"Hollywood, CA, USA",,"Wildcat"
Bear's Den,Mat Sanders,NEW,bbs.bearfather.net,23,,http://www.bearfather.net,"Portland, OR, USA",,"Worldgroup"
Beiyou Forum,,NEW,bbs.byr.cn,,,,"Bejing, , China",,"Custom"
Beryl BBS,,Guest,beryl.h-o-soft.com,2323,,,"Kyoto, , Japan",,"Custom"
Big Rabbit BBS,,new,bunnybbs.tw,,,,"Tokyo, , Japan",,"Custom"
Big Time BBS,Keyop Troy,Desired Handle,bigtimebbs.net,2323,2222,,"Huddersfield, West Yorkshire, England",+44-1484-320007,"Mystic"
Big5 BBS,,new,39.106.161.147,,,,"Beijing, , China",,"MapleBBS"
BirdEnuf BBS,Joseph Quinn,new,bbs.birdenuf.com,2003,,http://bbs.birdenuf.com,"Berkshires, MA, USA",,"MajorBBS, Worldgroup"
BitPlane BBS,,NEW,wa7npx.org,2323,,,"Phoenix, AZ, USA",,"Synchronet"
Bits & Bytes BBS,AJLeary,Real Name,bbs.bnbbbs.net,2023,,,"Groton, CT, USA",,"ProBoard"
Bitwoods RBBS-PC,Aaro Koskinen,,bitwoods.duckdns.org,,22,http://aakoskin.kapsi.fi/bbs.php,"Helsinki, , Finland",,"RBBS"
Black Flag BBS,Hawk Hubbard,Desired Handle,blackflag.acid.org,23,,,"Hudson, FL, USA",,"Mystic"
Black Tower BBS,Hawk Hubbard,Desired Handle,blackflag.acid.org,26,,,"Hudson, FL, USA",,"Mystic"
BlackICE,blackice,Desired handle,blackice.bbsindex.de,23,,http://bbsindex.de,"Duesseldorf, , Germany",,"Mystic"
Blacklight Underground,,NEW,acentauribbs.no-ip.org,2424,,,"West Barnstable, MA, USA",,"Synchronet"
Blackstar BBS,,Real Name,blackstar-bbs.servegame.com,,,,"Anderson, IN, USA",,"Wildcat"
Blood Stone,Jimmy Mac,NEW,wwiv.bsbbs.com,2323,22,http://www.bsbbs.com,"Rohnert Park, CA, USA",,"WWIV"
BLOODBBS,James Knowlton,Desired Handle,blood.bbsn.us,2323,,http://blood.bbsn.us,"Livingston, TX, USA",,"Mystic"
Blurred Vision,Erik McDonald,NEW,bbs.novass.net,2323,,http://bv.novass.net,"Allentown, PA, USA",,"Virtual BBS"
Boar's Head Tavern,macx,NEW,byob.hopto.org,64128,,http://csdb.dk/bbs/?id=2186,"Taasinge, passed Tannhäuser Gate, Denmark",,"C-Base"
BodaX BBS,beardy,new,bbs.beardy.se,,22,http://beardy.se/bodax-bbs,"Tierp, , Sweden",,"Enigma 1/2"
Boebertfeet,,Desired Handle,66.228.38.176,52270,,,"Cedar Knolls, NJ, USA",,"Mystic"
BoobTube,Rusty Bennett,NEW,bbs.wz5bbs.com,23,,,"Austin, TX, USA",,"Synchronet"
Books Chess Server,internetking425,,books.internetking.us,5000,,,"Kent, WA, USA",,"Custom"
Boot Factory 2K+,Cabell Clarke,new,bfbbs.no-ip.com,8888,,,"Mechanicsville, VA, USA",,"Atari"
Borderline BBS,Andrew Wiskow,Press Return/Enter,borderlinebbs.dyndns.org,6400,,http://borderlinebbs.dyndns.org,"Hemet, CA, USA",951-652-1690,"All American"
Bottomless Abyss BBS,stackfault,,bbs.bottomlessabyss.net,2023,2222,http://bbs.bottomlessabyss.net,"Quebec City, QC, Canada",,"Mystic"
Brain Storm BBS (SSH),Ioram7,Real Name,bsbbs.com.br,22,22,http://www.bsbbs.com.br,"Recife, , Brazil",,"EleBBS"
Brazi.net,,NEW,brazi.net,,,,"Jackson, TN, USA",,"Synchronet"
Brett Bender BBS,,Desired Handle,207.90.251.241,2323,,,"Williston, VT, USA",,"Mystic"
Brewery BBS,Baldrick,NEW,thebrewery.servebeer.com,6400,,,"Shelburne, NS, Canada",,"GBBS Pro"
Brian's Blog TWGS,,Enter,tw2002.briancmoses.com,,,,"San Antonio, TX, USA",,"TWGS"
Brigandine,Jonathan Pullen,,brigandine.org,9390,,http://brigandine.org,"Salt Lake City, UT, USA",,"Custom"
Broken Bubble,,NEW,bbs.thebrokenbubble.com,,,,"Beacon Falls, CT, USA",,"Synchronet"
Brotherhood Of Groovyness,,NEW,bbs.b-o-g.org,,,,"Sioux City, IA, USA",,"Synchronet"
BUEMA BBS,Marc Buehler,Real Name,bbs.buema.ch,2300,,http://buema.ch/bbs,"Chur, GR, Switzerland",,"Wildcat"
Bunker 3,,Desired Handle,woofer.v6.rocks,8888,,,"Greenville, OH, USA",,"Mystic"
Butterfly BBS,,new,211.68.71.66,,,,"Beijing, , China",,"Custom"
Byte Me BBS,,NEW,chat.hohimer.org,2323,,,"Russellville, KY, USA",,"Renegade"
ByteBarn BBS,Markus Maussner,Desired Handle,bbs.bytebarn.de,2300,,,"Sernow, , Germany",,"Mystic"
C3BBS,Harald Welte,NEW,c3bbs.retronetworking.org,23,,http://c3bbs.retronetworking.org,"Berlin, , Germany",,"Synchronet"
C64 Pub,,NEW,bbs.c64.pub,,,,"Guntersville, AL, USA",929-643-1173,"Synchronet"
C64 Ultimate Club,,new,c64u.club,6400,,,"Murrieta, CA, USA",,"commodore"
Cabana Bar BBS,Matt Webster,Desired Handle,bbs.cabanabar.net,11123,11122,http://www.cabanabar.net,"Glastonbury, CT, USA",,"Mystic"
Cabin BBS,Adam Lippman,,thecabinbbs.com,6400,,,"Norwalk, CT, USA",,"Color 64"
Canerduh BBS,,Desired Handle,bbs.canerduh.com,23905,,,"Medicine Hat, AB, Canada",,"Mystic"
Capital Station BBS,Gregory Deyss,NEW,csbbs.dyndns.org,23,,,"Schodack, NY, USA",,"Mystic"
Capitol City Online BBS,Mike Powell,NEW,capitolcityonline.net,23,,http://capcity2.synchro.net,"Frankfort, KY, USA",,"Synchronet"
Capitol Shrill BBS,nolageek,NEW,capitolshrill.com,23,22,http://www.capitolshrill.com,"Arlington, VA, USA",,"Synchronet"
Captain's Quarters BBS II,Byte Knight,,cqbbs.ddns.net,6800,,http://cqbbs.ddns.net,"Waconia, MN, USA",,"Mystic"
Casbah,rosenrost,GAST or GUEST,casbah.goip.de,5354,,http://www.oliver-graf.eu/casbah,"Castrop-Rauxel, , Germany",,"ProBOX"
Castle BBS,,NEW,47.46.52.130,,,,"Holland, MI, USA",,"Worldgroup"
Castle Rock BBS,,NEW,cedarvalleybbs.com,2424,,,"Marion, IA, USA",,"Worldgroup"
Catpit BBS,,guest,bbs.cis92.net,,,,"Heiwajima, , Japan",,"MapleBBS"
Cave BBS,,NEW,cavebbs.homeip.net,23,,http://www.cavebbs.com,"Raleigh, NC, USA",,"Synchronet"
CB2 Micro BBS,KOS,,email.qrp.gr,2323,,http://cb2.qrp.gr,"Patra, , Greece",,"MicroBBS"
Cbaxyz TWGS,,Desired Handle,tdod.org,2002,,,"Denver, CO, USA",,"TWGS"
CBBS/TN,Patrick Linstruth,,cbbs.mitsaltair.com,8800,,,"Chattanooga, TN, USA",,"CBBS"
CCUW BBS,,Desired Handle,rtc.to,23,,,"Rotkreuz, , Switzerland",,"Mystic"
CCX BBS,,NEW,bbs.ccxbbs.net,,,,"Galt, CA, USA",,"MajorBBS"
CedarValley BBS,,NEW,cedarvalleybbs.com,2525,,http://www.cedarvalleybbs.com,"Marion, IA, USA",,"Worldgroup"
CedarValley BBS 2,,NEW,cedarvalleybbs.com,2626,,,"Cedar Rapids, IA, USA",,"MajorBBS"
Cellfish BBS,,Desired Handle,cloud.kanskje.com,,,,"Oslo, , Norway",,"Mystic"
Cement City,,new,scenewall.bbs.io,4000,,,"Ashburn, VA, USA",,"AmiExpress"
Centronian BBS,,Desired Handle,bbs.centronian.ca,6400,,,"Montreal, QC, Canada",,"Magnetar BBS"
Chaotic Factor BBS,Joseph Gargano,Desired Handle,chfbbs.net,,,http://chfbbs.net,"South Hero, VT, USA",,"Mystic"
Chatter BBS,Yunjin Lee,,chatter.pw,2323,22,http://webterm.korokorok.com,"Buk-gu, , South Korea",,"Custom"
Chimia BBS,,account,chimia.se,2323,,,"Stockholm, , Sweden",,"ABBS"
Choice Core BBS (1st),,NEW,1stchoicecore.co.nz,23,,,"Ashburton, , New Zealand",,"Synchronet"
Choice Core BBS (2nd),,,2ndchoicecore.nz,1024,,,"Ashburton, , New Zealand",,"Mystic"
Choice Core BBS (4th),,Desired Handle,1stchoicecore.co.nz,1030,,,"Ashburton, , New Zealand",,"Mystic"
Choice Core BBS (6th),,NEW,1stchoicecore.co.nz,1028,,,"Ashburton, , New Zealand",,"Talisman BBS"
Chosenman BBS,Trosty,,chosenman.duckdns.org,23,,http://chosenman.duckdns.org,"Plano, TX, United States",,"Synchronet"
Christian Fellowship,Michael_Luko,Real Name,cfbbs.no-ip.com,26,,,"Mt. Ephriam, NJ, USA",,"PCBoard"
Chrysalis Online Services TBBS BBS,Garry Grosse,Real Name,chrysalisbbs.org,8888,,http://magicalmoth.com/chrysalis,"Dallas, TX, USA",,"TBBS"
CIA Amiga BBS,tlgrooms,,ciaamiga.org,6400,,http://www.ciaamiga.org,"Mayflower, AR, USA",,"Zeus"
CIRCL's BBS,,NEW,bbs.circl.lu,,,,"Luxembourg, , Luxembourg",,"Synchronet"
Citadel 64 BBS,chiefnerd,,citadel64.thejlab.com,6400,,,"Oakdale, California, USA",,"Color 64"
